Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Ferrari	Sainz	2.24	11	25
2	Aston Martin	Stroll	2.27	34	18
3	Alpine	Alonso	2.29	39	15
4	Mercedes	Bottas	2.32	34	12
5	Alfa Romeo	Giovinazzi	2.34	26	10
6	Red Bull	Verstappen	2.4	10	8
7	Red Bull	Perez	2.43	30	6
8	Mercedes	Hamilton	2.44	37	4
9	AlphaTauri	Tsunoda	2.45	32	2
10	Williams	Russell	2.57	9	1
11	Alfa Romeo	Giovinazzi	2.57	8	0
12	Alpine	Alonso	2.58	7	0
13	Aston Martin	Stroll	2.6	18	0
14	Ferrari	Leclerc	2.62	32	0
15	Aston Martin	Vettel	2.63	38	0
16	Williams	Latifi	2.64	25	0
17	Haas	Schumacher	2.66	11	0
18	AlphaTauri	Gasly	2.69	10	0
19	McLaren	Ricciardo	2.7	30	0
20	Mercedes	Bottas	2.72	15	0
21	Haas	Schumacher	2.75	34	0
22	Alpine	Alonso	2.77	28	0
23	Haas	Mazepin	2.77	37	0
24	AlphaTauri	Tsunoda	2.77	9	0
25	Ferrari	Leclerc	2.78	12	0
26	Alpine	Ocon	2.83	25	0
27	Red Bull	Verstappen	2.87	29	0
28	Mercedes	Hamilton	2.89	13	0
29	Haas	Mazepin	2.89	24	0
30	McLaren	Ricciardo	2.92	11	0
31	Alfa Romeo	Raikkonen	3.13	31	0
32	Alfa Romeo	Raikkonen	3.23	12	0
33	McLaren	Norris	3.24	10	0
34	Red Bull	Perez	3.77	12	0
35	Aston Martin	Vettel	3.83	17	0
36	Williams	Russell	3.85	31	0
37	McLaren	Norris	4.21	30	0
38	Ferrari	Sainz	5.65	29	0
39	Haas	Mazepin	9	1	0
40	Williams	Latifi	11.37	5	0
41	Alpine	Ocon	19.85	3	0
