Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Verstappen 	2.01 	61 	25
2 	Red Bull 	Verstappen 	2.21 	49 	0
3 	McLaren 	Piastri 	2.27 	15 	18
4 	McLaren 	Norris 	2.27 	42 	15
5 	Alpine 	Ocon 	2.43 	10 	12
6 	AlphaTauri 	Lawson 	2.43 	59 	10
7 	McLaren 	Piastri 	2.43 	46 	0
8 	Aston Martin 	Stroll 	2.46 	4 	8
9 	Red Bull 	Perez 	2.46 	45 	6
10 	Alpine 	Ocon 	2.48 	43 	0
11 	AlphaTauri 	Lawson 	2.51 	46 	0
12 	Red Bull 	Verstappen 	2.55 	11 	0
13 	AlphaTauri 	Lawson 	2.55 	17 	0
14 	Alpine 	Gasly 	2.58 	11 	4
15 	AlphaTauri 	Tsunoda 	2.59 	10 	2
16 	Alfa Romeo 	Bottas 	2.69 	59 	1
17 	Red Bull 	Perez 	2.69 	12 	0
18 	Alpine 	Gasly 	2.69 	60 	0
19 	Aston Martin 	Stroll 	2.71 	16 	0
20 	Ferrari 	Sainz 	2.71 	2 	0
21 	Alfa Romeo 	Zhou 	2.82 	10 	0
22 	Red Bull 	Verstappen 	2.83 	63 	0
23 	McLaren 	Norris 	2.84 	3 	0
24 	Aston Martin 	Alonso 	2.88 	2 	0
25 	Mercedes 	Hamilton 	2.89 	3 	0
26 	Mercedes 	Russell 	2.90 	16 	0
27 	Red Bull 	Perez 	2.91 	1 	0
28 	Ferrari 	Sainz 	2.92 	10 	0
29 	Alfa Romeo 	Zhou 	2.93 	1 	0
30 	Aston Martin 	Alonso 	2.98 	10 	0
31 	Ferrari 	Sainz 	2.99 	41 	0
32 	Red Bull 	Verstappen 	3.02 	2 	0
33 	Ferrari 	Sainz 	3.03 	60 	0
34 	AlphaTauri 	Tsunoda 	3.05 	60 	0
35 	Aston Martin 	Alonso 	3.05 	61 	0
36 	Mercedes 	Russell 	3.09 	10 	0
37 	Aston Martin 	Stroll 	3.10 	34 	0
38 	McLaren 	Norris 	3.12 	60 	0
39 	Mercedes 	Hamilton 	3.14 	9 	0
40 	Mercedes 	Hamilton 	3.14 	45 	0
41 	McLaren 	Piastri 	3.15 	60 	0
42 	Williams 	Albon 	3.17 	44 	0
43 	Aston Martin 	Stroll 	3.21 	9 	0
44 	Red Bull 	Perez 	3.27 	63 	0
45 	Mercedes 	Russell 	3.34 	60 	0
46 	Haas 	Magnussen 	3.35 	9 	0
47 	Alfa Romeo 	Bottas 	3.35 	16 	0
48 	Haas 	Hulkenberg 	3.35 	48 	0
49 	McLaren 	Norris 	3.37 	10 	0
50 	Alfa Romeo 	Bottas 	3.46 	47 	0
51 	Alfa Romeo 	Zhou 	3.61 	37 	0
52 	Aston Martin 	Stroll 	3.68 	60 	0
53 	Alfa Romeo 	Zhou 	3.78 	60 	0
54 	Mercedes 	Russell 	3.80 	4 	0
55 	Mercedes 	Russell 	3.80 	67 	0
56 	Haas 	Hulkenberg 	3.82 	16 	0
57 	Haas 	Magnussen 	3.82 	35 	0
58 	Williams 	Albon 	3.94 	61 	0
59 	Mercedes 	Hamilton 	3.96 	60 	0
60 	Alpine 	Ocon 	4.07 	61 	0
61 	Alpine 	Ocon 	4.09 	2 	0
62 	Haas 	Magnussen 	4.83 	60 	0
63 	Haas 	Hulkenberg 	5.10 	60 	0
64 	Aston Martin 	Alonso 	8.39 	48 	0
65 	AlphaTauri 	Lawson 	9.00 	1 	0
66 	Ferrari 	Leclerc 	10.24 	11 	0
67 	Alpine 	Gasly 	10.61 	1 	0
68 	Haas 	Magnussen 	10.74 	1 	0
69 	Red Bull 	Perez 	10.92 	60 	0
70 	Ferrari 	Leclerc 	13.58 	1 	0
71 	AlphaTauri 	Tsunoda 	14.66 	1 	0
